index,Stilling id,Registrert dato,Arbeidssted fylke,Yrke grovgruppe,Stillingsbeskrivelse vasket
77370,9579561,2017-05-16,Vest-Agder,Undervisning,"Jobbnorge ID: 138546. i Agder, Fakultet for samfunnsvitenskap er det ledig en fast 30. stilling som førsteamanuensis i informasjonssystemer, tilknyttet Institutt for Informasjonssystemer (IIS). Arbeidssted er. Tiltredelse etter avtale med fakultetet. Instituttet er et av Norges største fagmiljø innen informasjonssystemer og ansvarlig for bachelor. og masterprogram samt PhD. spesialisering innen informasjonssystemer. IIS er også medansvarlig for en Executive master of Management og tilsvarende i Helseinformatikk. Det arbeides også med en spesialisering i Digital transformasjon. Beskrivelse av stillingen. Stillingen skal styrke instituttets undervisningskapasitet på områdene digitalt entreprenørskap og innovasjonsledelse i digitaliseringsprosesser. Vi søker produktive kandidater som kan bidra til instituttets ambisjon om å være et topp, internasjonalt forskningsmiljø på utvalgte områder. Instituttet har følgende satsingsområder: Digital transformasjon (under etablering), eHelse (http: www. uia. no en centres. and. networks centre. for. ehealth. and. care. technology) og Integrert krisehåndtering (http: ciem. uia. no). Utfyllende informasjon gis ved henvendelse. Kvalifikasjoner og vilkår. Vi søker kandidater med PhD i Informasjonssystemer,. eller andre relevante områder. Gode ferdigheter i undervisning vektlegges og kandidater må dokumentere undervisningskompetanse og erfaringer. Vi ser etter en kandidat som behersker skandinavisk språk. Instituttet har fokus på nye og varierte læringsformer og kandidaten forventes å bidra til videre utvikling av instituttets læringsaktiviteter. Erfaring fra næringsliv og evne til å koble teori og praksis vil være ønskelig. Erfaring med å utvikle forskningsprosjekt og søknader om ekstern finansiering, vil bli tillagt vekt.  . Samarbeidsevner og personlig egnethet vektlegges. Ved rangering av søkerne vil det legges vekt på søkernes kompetanse og spesialisering i forhold til instituttets behov. Aktuelle kandidater vil bli innkalt til intervju og prøveforelesning. Det vil også bli innhentet referanser etter nærmere avtale med søkeren. Vi tilbyr. varierte arbeidsoppgaver i en stor, spennende og samfunnsviktig organisasjon. en stilling med utviklingsmuligheter i et mangfoldig miljø. moderne lokaliteter og et allsidig velferdstilbud. Stillingen lønnes etter Statens lønnsregulativ, lønnsplan 17. 510, kode 1011, kr. 537. 700. 673. 800. For spesielt kvalifiserte søkere kan høyere lønn vurderes. "
14635,9524603,2017-02-07,Rogaland,"Helse, pleie og omsorg","50. Sykepleier vernepleier, Post B. Sola DPS. Samarbeid internt på huset, med resten av psykiatrisk divisjon og eksternt med våre samarbeidskommuner. Utvikling og kvalitetssikring av miljøterapien. Veiledning av studenter. Søkere med erfaring innen psykisk helsevern vil bli foretrukket. Gode norskkunnskaper er helt avgjørende for forsvarlig pasientbehandling. Søkere som har annet morsmål enn norsk, svensk eller dansk, og som ikke har fullført norskspråklig videregående skole, må minimum ha bestått Bergenstesten, eller annen norsktest på B2 nivå. Dokumentasjon må vedlegges søknaden. Sykepleie. Utdanningstittel: Sykepleier vernepleier. At du har gode samarbeidsegenskaper, service innstilling og evne til fleksibilitet. At du er ansvarsbevist og kan jobbe selvstendig. At du holder deg faglig oppdatert og liker å veilede. Personlig egnethet vil bli vektlagt. Sertfikat for bil. Sola DPS har et internt undervisningstilbud. Som en del av psykiatrisk divisjon har du tilbud om et omfattende undervisningstilbud. Lønn vil være iht overenskomst med NAVO. Stemvegen 40, 4050 Sola. , Postleder, (. 47). , ass. avdelingssykepleier, (. 47). Annonsør.  HF. Ref. nr. .  Stillingsbrøk: 50. Fast. Startdato: 03. 04. 2017. Antall stillinger: 1. For elektronisk søknadsskjema.  Søknadsfrist: 19. 02. 2017"
86865,9654956,2017-10-19,Sør-Trøndelag,Butikk- og salgsarbeid,". TEMP. TEAM rekruttering og bemanning leier ut arbeidskraft og bistår våre kunder med rekruttering til faste stillinger. Vi har 400. 500 medarbeidere utleid til enhver tid og vi er kjent for kvalitet, personlig kontakt og for å formidle profesjonelle kandidater. TEMP. TEAM ble etablert i Norge i 1985, og har i dag 50 fast ansatte medarbeidere. Vi inngår i en internasjonal gruppe med hovedkontor i København. Hovedkontoret i Norge ligger sentralt i. I tillegg har vi kontorer i Bergen, Drammen, Helsfyr, Jessheim, Kolbotn, Kristiansand, Lillestrøm, Sandvika, Sarpsborg, Skøyen, Stavanger, Trondheim, Tromsø og Tønsberg. I tillegg har vi en spesialistavdeling for Mekanikk. For kunde søker vi butikkmedarbeider for salg av verktøy mot proffmarkedet. Kundebehandling i butikk. Fredager og lørdager. Kunskap om og interesse for verktøy. Erfaring fra tilsvarende stilling innen varehandel faghandel er en fordel. Erfaring med kundebehandling. Du må like å snakke med mennesker. Du må være fleksibel og løsningsorientert. Ta kontakt med. , tlf. om du har spørsmål til stillingen. Søk via vår hjemmeside: www. temp. team. no. "
49220,9610345,2017-07-18,Sogn og Fjordane,Ingeniør- og ikt-fag,". Fjord1 søkjer etter IKT. lærling til vår IKT. avdeling i Florø. Avdelinga har i dag 8 årsverk og er ansvarleg for drift av IT. infrastrukturen samt brukarstøtte for ca 1200 årsverk. Noko reising må påreknast. Oppstart for læreperioden vert hausten 2017. Generell brukarstøtte (1. og 2. linje) innanfor eit bredt spekter av IKT. system. Installasjon og drift av PC. ar, nettverk, serverar og backupløysingar. Bestått VG2 i IKT. servicefag eller tilsvarande. Interessert i å lære meir innanfor fagfeltet. Evne til å arbeide sjølvstendig, men også i team. Evne til å skape gode relasjonar med våre medarbeidarar. Trivast i ein hektisk kvardag. Oppteken av kvalitet i arbeidsoppgåvene. Imøtekommande og blid. God til å kommunisere med andre. Moglegheit for å læring, vekst og utvikling. Varierte og spennande arbeidsoppgåver. Moglegheit til å arbeide sjølvstendig. Løn etter gjeldande reglar for lærlingar. Kontaktinformasjon. , .  Florø. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. "
4667,9607922,2017-07-10,Sør-Trøndelag,Ingeniør- og ikt-fag,". Forsvarsbygg leverer eiendom, bygg og anlegg til forsvarssektoren. Her styres og ledes investeringsprosessen fra tidligfase til overlevering av ferdige bygg og anlegg. Forsvarsbygg driver strategisk rådgivning, herunder alternativstudier, konsept. og prosjektutvikling. Bygge. og rehabiliteringsprosjektene spenner bredt fra bolig. og kontorbygg til nasjonal helikopterbase og bygging av ny kampflybase. Forsvarsbygg forestår utbygging og investeringer for 2. 3 mrd. kroner pr. år. Forsvarsbygg søker en erfaren prosjektleder som skal sørge for detaljprosjektering, tilbudsinnhenting og gjennomføring av bygge. og anleggsprosjekter på Ørland flystasjon. Stillingen rapporter til prosjektsjef. Arbeidssted vil være Ørland. Forsvarsbygg skal ha et arbeidsmiljø preget av tverrfaglighet, mangfold og likestilling og søker derfor en balansert fordeling med hensyn på alder, kjønn og etnisitet i virksomheten. Vi ønsker å knytte til oss nye medarbeidere som kan påvirke bedriftskulturen positivt gjennom sin personlige og faglige kompetanse. Forsvarsbygg er underlagt Offentlighetslovens bestemmelser. jfr spesielt Offentlighetslovens § 25. Les mer om Forsvarsbygg på. Forsvarsbyggs kvalitetssystem. god økonomi. , usikkerhets. , fremdrifts. , kvalitets. og kontraktsstyring. Sikre godt samspill og kommunikasjon mellom alle involverte aktører i prosjektenes ulike faser. Ivareta nødvendig kunde. og brukerkontakt i prosjektene. Ansvar for at SHA. arbeidet blir ivaretatt i prosjektene. Sikre kunnskaps. og erfaringsoverføring mellom tidligfase og gjennomføringsfase. Ansvar for at alle anskaffelser gjennomføres i tråd med gjeldende regelverk. Utøve god metodisk prosessledelse i henhold til prosjektgjennomføringsmodell. Resultatansvar. Relevant utdanning på bachelornivå. Lang relevant erfaring kan i spesielle tilfeller kompensere for manglende formell utdanning. Ønskelig med relevant mastergrad. Ønskelig med utdannelse innen ledelse og økonomi. Erfaring fra og god kjennskap til bygg, anlegg og eiendomsnæringen. Ønskelig med relevant erfaring innen prosjektledelse og annen prosessledelse. Må kunne sikkerhetsklareres for Hemmelig NATO Secret. Gode samarbeids. og kommunikasjonsevner. Planmessig og strukturert. Selvstendig. Analytisk. Gjennomføringsevne. Resultatorientert. Lønn som prosjektleder (kode 1113) fra kr. 569 000 til kr. 792 000. Endelig lønnsplassering gjøres etter vurdering av kvalifikasjoner. Faglige utfordringer og spennende arbeidsoppgaver. Fleksitid. Bedriftsidrettslag med bredt tilbud av aktiviteter. Gode forsikrings. og pensjonsordninger i Statens pensjonskasse. Bedriftshelsetjeneste. Boliglån i. Meningsfullt samfunnsoppdrag. Noe reisevirksomhet må påregnes. Kontaktinformasjon. , Seksjonssjef, (. 47). , Avdelingsdirektør, (. 47).  Brekstad. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. A href. ""https: www. webcruiter. no wcm"
58394,9648770,2017-10-09,Oslo,Butikk- og salgsarbeid,". TEMP. TEAM rekruttering og bemanning leier ut arbeidskraft og bistår våre kunder med rekruttering til faste stillinger. Vi har 400. 500 medarbeidere utleid til enhver tid og vi er kjent for kvalitet, personlig kontakt og for å formidle profesjonelle kandidater. TEMP. TEAM ble etablert i Norge i 1985, og har i dag 50 fast ansatte medarbeidere. Vi inngår i en internasjonal gruppe med hovedkontor i København. Hovedkontoret i Norge ligger sentralt i. I tillegg har vi kontorer i Bergen, Drammen, Helsfyr, Jessheim, Kolbotn, Kristiansand, Lillestrøm, Sandvika, Sarpsborg, Skøyen, Stavanger, Trondheim, Tromsø og Tønsberg. I tillegg har vi en spesialistavdeling for Mekanikk. På vegne av vår oppdragsgiver innen reiseliv leter vi nå etter en person til deltidsstilling 21. som kundebehandler avgangshåndterer ved billettkontor. Stillingen følger en fast turnus hvor man jobber annenhver uke mandag og torsdag, og annenhver uke fredag, lørdag og søndag. Arbeidstid er kl. 14. 17. Vi leter etter deg som.  Vet hva service er. Er uredd og som tør å ta raske beslutninger. Trives godt når det er hektisk og uforutsigbart. Trives i møte med alle typer mennesker. Ikke synes noen oppgaver er for små, og som trives i en. rolle. Du har gjerne erfaring fra servicebransjen , og beskriver deg selv som utadvendt , proaktiv og sosial. Du har godt humør og er ikke redd for å ta i et ekstra tak. Du bidrar til et godt arbeidsmiljø, og verdsetter å ha det hyggelig på jobb. Typiske arbeidsoppgaver.  Innsjekk av reisende. Generell bistand for reisende. Kundebehandling i billettluke. Generell avgangshåndtering. "
51067,9579388,2017-05-16,Oslo,Ingeniør- og ikt-fag,". Our technology is high in demand, and thus we seek. Senior and. Visualization of 2D and or 3D data. AR VR MR. XR (e. ). An eye for UI UX (graphical) design. 10. years of programming experience from relevant industries like gaming, telco mobile, GIS, military defense systems, oil og gas or similar. Excellent C C. programming skills, general competence within a variety of programming languages and platforms. Preferably experienced with technologies related to 3D AR VR. Good understanding of OpenGL and or DirectX. Fluent communication skills in English, whereas knowledge of additional languages is beneficial. Ability to recognize customers. requirements and wishes and adapt accordingly. Developers. 5. 10 years of programming experience from relevant companies. or Master level education. Professional experience using C C. Preferably good understanding of OpenGL and or DirectX. Accuracy and detail orientation. Diligence and eagerness to learn new technology, ambition. Fluent communication skills in English, whereas knowledge of additional languages is beneficial. 2. 5 years of programming experience. or Master level education. Experience using HTML5 and some UI UX background is a plus. Diligence and eagerness to learn and develop. Fluent communication skills in English. HxGN SMART Visualization. a possibility to join one of Europe. s technically most competent AR VR teams. a possibility to influence and shape the future of technology within the company. an excellent professional and social environment. a significant international aspect. ability to work with technology that is core to products used in a wide variety of fields across the world. "
63404,9522360,2017-02-02,Akershus,Serviceyrker og annet arbeid,". Bistå i bort. og utvisningssaker. Publikumsbetjening. Territorialkontroll. Delta i spesiell politiberedskap under ledelse av polititjenestemann kvinne. Andre oppgaver etter ordre fra foresatt. Generell studiekompetanse. Interesse for utlendingsfeltet og kulturforståelse. Relevant arbeidserfaring. Erfaring i bruk av data som arbeidsverktøy. Førerkort klasse B. God fysikk med krav til normalt fargesyn. Høy grad av integritet. Gode samarbeidsevner. Være serviceinnstilt, nøyaktig og løsningsorientert i en hektisk arbeidshverdag. Lønnsplassering etter kompetanse ihht. normal lønnsplassering i Øst politidistrikt. Romerike politidistrikt er en IA. bedrift og er tilknyttet en moderne bedriftshelsetjeneste for alle tilsatte. Fra lønnen trekkes 2. lovbestemt innskudd til. veg 20, 2060 Gardermoen. , Politioverbetjent, (. 47). , Politioverbetjent, (. 47). Annonsør: Politiet, Øst politidistrikt. Ref. nr. .  Stillingsbrøk: 100. Heltid, Turnus. For elektronisk søknadsskjema.  "
63163,9595671,2017-06-15,Hedmark,"Helse, pleie og omsorg",Se fullstendig utlysning på www. norsvin. no
142345,9664408,2017-11-06,Akershus,Akademiske yrker,". Saksbehandler behandler søknader i henhold til Helse. og omsorgstjenesteloven. Stillingen vil i hovedsak bestå i å behandle søknader om tjenester til personer med nedsatt funksjonsevne, dvs. avlastningtiltak, brukerstyrt personlig assistent, omsorgslønn, støttekontakt og miljøarbeidertjeneste. Stillingen setter krav til selvstendig arbeid, fleksibilitet og gode kommunikasjons. og samarbeidsevner. Søker må minimum ha 3 årig relevant høyskole universitetsutdanning. Bred relevant erfering fra 1. og 2. linjetjenesten av minst 5 års varighet. Erfaring utdanning fra saksbehandling vektlegges. Høyskole Universitet, 3. årig Diplom Bachelorgrad. Du er god i norsk muntlig og skriftlig kommunikasjon. Du er god på samarbeid i et hektisk miljø. Du er kreativ og liker å arbeide i team. Du har en positiv innstilling og er løsningsorientert. Du trives med utfordrende arbeidsoppgaver og høyt arbeidstempo. Personlig egnethet till stillingen vil vektlegges. Et godt og stabilt arbeidsmiljø med fokus på teamarbeid. Dyktige og erfarne kollegaer. Kun dagarbeid. Stillingen lønnes som spesialkonsulent i stillingskode 853010. Offentlig tjenestepensjonsordning. Tilgang til hytter og ferieleiligheter i inn. og utland. Annet. Vitnemål og attester tas med på intervju. Før ansettelse i Bærum kommune skal identitet dokumenteres og oppholdstillatelse være gyldig. Søkere gjøres oppmerksom på at opplysninger om dem kan bli offentliggjort, selv om søkerne ber om ikke å bli ført opp på offentlig søkerliste (Offentliglova §25). Kontaktinformasjon. , Avdelingsleder, tlf. .  Sandvika. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. "
